participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M2b_relatif4_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M2b_relatif4_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M2b_relatif4_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P08,Agem Kanan,3,Tahan,O2,-0.559,-1.88,-1.095,-4.016,1.845,0.524,1.309,-0.549,0.384,-0.936,-0.151,-2.52,-1.78,-1.036,2.368,1.18,3.101,0.921,3.469,2.154
P08,Agem Kanan,3,Tahan,F8,12.995,2.475,2.052,6.095,12.715,2.195,1.771,7.848,5.97,-4.55,-4.974,1.806,6.785,5.112,5.898,1.562,12.558,7.354,6.525,-0.775
P08,Agem Kanan,3,Tahan,T4,9.496,1.752,1.639,0.815,8.095,0.351,0.238,1.921,6.462,-1.282,-1.395,3.718,5.061,1.556,1.669,1.623,11.556,5.288,3.478,1.431
P08,Agem Kanan,3,Tahan,T6,2.957,1.745,3.548,1.085,-2.101,-3.313,-1.51,-2.198,-3.421,-4.633,-2.83,-2.753,-2.771,1.113,-1.678,1.243,9.995,5.261,0.427,-0.666
P08,Agem Kanan,4,Berdiri,Fp1,-6.117,0.71,1.641,-8.462,-8.177,-1.351,-0.42,-9.934,-8.356,-1.529,-0.598,-9.009,-8.052,0.375,0.47,1.929,-1.927,0.579,-0.831,-0.351
P08,Agem Kanan,4,Berdiri,C3,-2.828,0.828,0.831,-3.828,-2.783,0.873,0.876,-2.431,-4.653,-0.997,-0.994,-5.387,-4.497,2.872,3.274,1.104,-5.472,0.911,1.32,-0.183
P08,Agem Kanan,4,Berdiri,P3,-5.733,0.748,0.346,-4.727,-4.756,1.725,1.323,-4.213,-7.253,-0.772,-1.174,-7.641,-8.109,2.288,4.006,1.903,-5.185,1.01,2.642,0.808
P08,Agem Kanan,4,Berdiri,O1,-6.609,0.193,0.057,-8.733,-5.569,1.233,1.097,-8.397,-7.301,-0.499,-0.635,-9.782,-7.651,0.225,1.795,1.065,-5.617,-0.247,1.411,0.305
P08,Agem Kanan,4,Berdiri,F7,-0.614,0.191,0.559,-5.005,-1.076,-0.271,0.097,-5.194,-1.681,-0.876,-0.508,-4.106,-2.44,-0.02,0.282,-0.101,1.724,1.414,1.15,0.745
P08,Agem Kanan,4,Berdiri,T5,-5.303,1.516,1.057,-8.48,-5.841,0.978,0.519,-8.83,-7.664,-0.845,-1.305,-9.952,-7.9,1.533,1.072,-0.726,-6.342,1.266,1.366,0.189
P08,Agem Kanan,4,Berdiri,Fp2,6.0,1.78,3.442,1.803,1.732,-2.488,-0.826,-1.288,-0.819,-5.039,-3.377,-3.748,-1.283,3.5,0.48,1.034,7.903,7.066,2.902,0.456
P08,Agem Kanan,4,Berdiri,F4,5.782,1.491,1.808,1.66,3.631,-0.659,-0.342,0.77,1.123,-3.167,-2.85,-1.832,1.803,2.388,0.601,-0.399,5.375,4.283,1.987,-0.669
P08,Agem Kanan,4,Berdiri,C4,0.217,-1.449,-0.15,-1.42,1.075,-0.591,0.708,-0.88,-0.018,-1.684,-0.385,-1.433,0.585,-0.82,0.679,0.499,3.279,-0.27,0.541,-0.6
P08,Agem Kanan,4,Berdiri,P4,4.213,0.348,1.679,0.055,2.287,-1.578,-0.247,1.506,1.308,-2.558,-1.227,0.523,-0.446,-0.35,0.388,1.139,9.582,4.584,2.694,1.751
P08,Agem Kanan,4,Berdiri,O2,1.682,-1.864,0.256,-1.775,2.64,-0.906,1.214,0.246,0.4,-3.146,-1.026,-2.504,0.472,0.118,2.175,1.079,4.103,1.289,2.209,-0.069
P08,Agem Kanan,4,Berdiri,F8,7.808,-0.129,2.36,0.907,4.124,-3.812,-1.324,-0.743,3.691,-4.246,-1.757,-0.473,3.409,0.057,-1.354,1.007,14.491,4.973,1.014,0.302
P08,Agem Kanan,4,Berdiri,T4,8.57,-0.685,3.376,-0.112,3.952,-5.303,-1.242,-2.222,1.702,-7.553,-3.492,-1.041,0.435,-0.437,-1.286,-0.096,16.621,8.208,3.555,1.27
P08,Agem Kanan,4,Berdiri,T6,1.983,0.623,2.421,0.112,-2.083,-3.444,-1.645,-2.18,-1.614,-2.975,-1.177,-0.947,0.415,3.09,-1.456,-0.064,-0.511,1.639,-2.462,-2.027
P08,Agem Kanan,4,Gerak,Fp1,-3.477,2.084,3.391,-5.823,-12.948,-7.387,-6.079,-14.704,-7.252,-1.692,-0.384,-7.906,-7.632,6.721,-3.002,3.532,-8.573,2.87,-5.984,0.335
P08,Agem Kanan,4,Gerak,F3,-7.142,1.461,0.881,-9.675,-6.671,1.932,1.352,-9.5,-9.62,-1.017,-1.597,-11.139,-8.409,3.948,4.21,0.955,-12.276,-0.15,1.001,-1.26
P08,Agem Kanan,4,Gerak,C3,-0.539,0.901,0.873,-1.54,-5.203,-3.763,-3.79,-4.851,-0.644,0.796,0.768,-1.379,-4.238,1.926,-1.461,2.151,-0.017,2.985,-1.336,3.569
P08,Agem Kanan,4,Gerak,P3,-5.201,-0.486,-0.855,-4.195,-4.945,-0.229,-0.598,-4.401,-3.55,1.165,0.796,-3.938,-5.995,1.042,1.5,2.223,-6.081,-0.216,0.525,2.41
P08,Agem Kanan,4,Gerak,O1,-0.933,2.03,4.422,-3.057,-6.61,-3.648,-1.255,-9.438,-10.381,-7.418,-5.026,-12.862,-10.462,0.21,0.837,0.45,7.397,7.767,2.935,0.02
P08,Agem Kanan,4,Gerak,F7,-2.558,-2.414,1.509,-6.949,-1.76,-1.616,2.306,-5.878,-7.907,-7.762,-3.84,-10.332,-6.635,-0.124,3.592,0.145,5.713,2.959,4.293,-1.311
P08,Agem Kanan,4,Gerak,T3,-3.774,-0.55,-0.721,-7.824,-4.702,-1.478,-1.65,-9.226,-1.898,1.326,1.154,-5.82,-3.726,1.03,0.906,5.701,-2.998,-0.676,-1.303,1.805
P08,Agem Kanan,4,Gerak,T5,-12.936,-5.194,-1.611,-16.113,-12.015,-4.273,-0.691,-15.005,-10.225,-2.484,1.099,-12.513,-10.656,-3.512,-1.845,-0.204,-6.418,-4.075,-2.293,0.368
P08,Agem Kanan,4,Gerak,Fp2,6.528,2.354,3.369,2.331,2.804,-1.369,-0.355,-0.215,-0.445,-4.618,-3.604,-3.374,-2.833,2.671,3.183,3.858,14.114,8.883,5.388,2.371
P08,Agem Kanan,4,Gerak,F4,4.719,-2.077,2.817,0.598,-0.784,-7.58,-2.686,-3.646,-1.824,-8.62,-3.727,-4.78,-0.889,0.674,-0.939,1.876,13.735,5.458,0.027,-0.941
P08,Agem Kanan,4,Gerak,C4,5.56,-2.658,2.324,3.924,4.506,-3.713,1.27,2.55,-3.597,-11.815,-6.833,-5.011,-5.524,-0.674,5.89,3.22,20.778,10.154,9.546,1.895
P08,Agem Kanan,4,Gerak,P4,3.5,-2.459,2.202,-0.658,-0.6,-6.559,-1.898,-1.381,0.307,-5.652,-0.991,-0.477,-2.454,-0.541,0.669,5.846,17.791,5.54,1.639,2.747
P08,Agem Kanan,4,Gerak,O2,2.582,0.288,3.305,-0.875,-1.909,-4.203,-1.187,-4.303,-4.468,-6.762,-3.746,-7.372,-4.055,1.152,2.274,6.218,16.605,5.954,1.79,-0.437
P08,Agem Kanan,4,Gerak,F8,10.064,2.998,3.898,3.163,4.418,-2.647,-1.747,-0.449,-0.453,-7.518,-6.618,-4.617,-1.434,2.065,5.347,3.414,11.178,11.256,5.727,0.973
P08,Agem Kanan,4,Gerak,T4,6.454,-3.051,1.049,-2.228,6.304,-3.201,0.899,0.13,4.013,-5.491,-1.391,1.27,2.018,-0.033,1.666,1.881,13.402,4.776,4.463,2.008
P08,Agem Kanan,4,Gerak,T6,0.004,3.822,3.574,-1.867,-3.779,0.039,-0.209,-3.876,-7.783,-3.965,-4.213,-7.116,-8.684,3.813,3.674,4.018,4.201,7.225,4.144,0.849
P08,Agem Kanan,4,Naik,Fp1,0.914,0.293,0.744,-1.431,1.017,0.396,0.846,-0.74,-0.598,-1.22,-0.769,-1.252,-1.899,0.25,2.34,2.884,6.963,2.493,2.749,1.289
P08,Agem Kanan,4,Naik,F3,-3.693,-8.304,-7.94,-6.225,2.883,-1.728,-1.364,0.054,6.367,1.756,2.12,4.848,5.503,-4.178,4.271,6.556,-0.725,-8.269,-2.137,0.896
P08,Agem Kanan,4,Naik,C3,1.787,-2.036,-2.275,0.787,2.292,-1.532,-1.77,2.644,5.52,1.696,1.458,4.785,4.138,0.092,1.908,5.161,4.514,-1.654,-1.483,1.406
P08,Agem Kanan,4,Naik,O1,-3.504,-8.282,-8.637,-5.629,2.749,-2.029,-2.384,-0.079,7.261,2.483,2.128,4.78,5.392,-2.234,4.935,8.239,-1.407,-7.987,-2.17,1.901
P08,Agem Kanan,4,Naik,F7,3.351,1.35,0.814,-1.04,0.621,-1.38,-1.916,-3.497,2.837,0.837,0.3,0.413,2.354,5.098,1.192,1.163,-4.724,1.394,-1.527,0.497
P08,Agem Kanan,4,Naik,T3,0.447,-5.657,-4.823,-3.603,4.818,-1.286,-0.452,0.294,7.089,0.985,1.819,3.168,5.515,-2.2,3.737,4.805,4.144,-4.139,-0.214,1.607
P08,Agem Kanan,4,Naik,Fp2,12.656,1.825,2.407,8.459,12.365,1.534,2.116,9.346,5.597,-5.234,-4.652,2.669,3.809,1.285,4.696,5.804,24.709,9.489,8.89,1.811
P08,Agem Kanan,4,Naik,F4,9.724,0.257,0.711,5.603,9.532,0.065,0.519,6.671,7.67,-1.798,-1.343,4.714,6.371,0.386,3.495,2.962,14.685,4.427,3.72,1.337
P08,Agem Kanan,4,Naik,P4,15.245,2.404,3.476,11.087,11.949,-0.891,0.181,11.168,5.26,-7.58,-6.508,4.476,4.552,4.98,6.326,2.49,17.571,11.459,7.796,0.735
P08,Agem Kanan,4,Naik,O2,10.305,1.051,2.436,6.848,7.486,-1.768,-0.382,5.093,5.512,-3.742,-2.357,2.609,5.998,2.289,0.036,1.818,11.584,5.317,2.014,-0.451
P08,Agem Kanan,4,Naik,F8,16.464,-0.581,1.543,9.563,14.737,-2.308,-0.184,9.87,13.692,-3.352,-1.229,9.529,9.957,-0.0,0.994,2.274,24.84,8.184,5.652,3.793
P08,Agem Kanan,4,Tahan,Fp1,2.164,-0.409,-0.118,-0.181,2.587,0.013,0.305,0.83,2.165,-0.409,-0.118,1.511,2.504,-0.761,1.201,1.414,4.726,0.082,0.302,-0.325
P08,Agem Kanan,4,Tahan,F3,-0.516,-0.026,-0.467,-3.048,-0.347,0.143,-0.298,-3.176,0.328,0.818,0.377,-1.191,1.12,0.792,0.315,1.206,-2.425,-1.447,-1.369,-0.785
P08,Agem Kanan,4,Tahan,C3,2.845,0.407,-0.089,1.845,3.037,0.6,0.103,3.389,3.027,0.589,0.093,2.292,2.443,1.564,2.19,1.639,1.641,0.814,0.809,0.598
P08,Agem Kanan,4,Tahan,P3,3.702,-0.389,-1.189,4.708,5.628,1.537,0.736,6.171,5.192,1.101,0.301,4.804,5.117,1.228,3.733,2.783,3.419,-0.552,0.96,0.106
P08,Agem Kanan,4,Tahan,O1,6.807,-0.434,-0.09,4.682,7.047,-0.194,0.15,4.219,6.915,-0.327,0.018,4.434,6.766,-0.531,1.473,2.367,10.9,1.181,0.874,0.188
P08,Agem Kanan,4,Tahan,F7,-2.053,-0.01,-0.225,-6.444,-1.537,0.507,0.292,-5.654,-1.86,0.183,-0.032,-4.285,-1.404,0.577,1.405,0.77,-3.064,-0.886,-0.255,-0.464
P08,Agem Kanan,4,Tahan,T3,7.868,-0.163,0.366,3.818,7.658,-0.373,0.156,3.134,7.231,-0.8,-0.27,3.31,7.085,-0.462,1.827,2.203,12.182,1.977,1.194,0.188
P08,Agem Kanan,4,Tahan,F4,9.108,0.506,0.509,4.986,9.629,1.027,1.03,6.767,6.894,-1.708,-1.705,3.938,6.621,1.758,2.889,0.222,9.202,3.603,3.588,0.312
P08,Agem Kanan,4,Tahan,C4,9.119,-0.033,-0.967,7.482,12.5,3.348,2.415,10.545,8.656,-0.496,-1.43,7.242,9.14,3.717,6.845,2.255,5.306,1.518,4.161,-0.43
P08,Agem Kanan,4,Tahan,P4,11.724,-0.963,-1.673,7.566,16.478,3.792,3.082,15.698,11.58,-1.106,-1.817,10.796,9.266,1.249,7.396,2.551,14.415,4.019,8.024,2.368
P08,Agem Kanan,4,Tahan,O2,5.6,-1.214,-1.748,2.143,9.394,2.581,2.046,7.001,6.851,0.038,-0.497,3.948,6.559,0.217,4.205,1.757,6.101,0.145,3.41,0.33
P08,Agem Kanan,4,Tahan,T6,9.96,3.532,4.065,8.089,4.857,-1.571,-1.038,4.76,1.058,-5.37,-4.836,1.726,-0.775,4.112,1.987,0.077,12.661,10.604,5.564,1.828
P08,Agem Kiri,1,Berdiri,T5,-6.165,-2.215,-1.361,-9.342,-3.942,0.008,0.862,-6.931,-4.957,-1.007,-0.153,-7.245,-4.718,0.098,2.033,0.225,-8.533,-2.242,0.363,-0.267
P08,Agem Kiri,1,Berdiri,Fp2,1.308,-2.583,-1.441,-2.888,3.147,-0.744,0.398,0.128,3.193,-0.699,0.443,0.264,1.506,-1.14,1.608,1.85,4.608,0.056,1.774,1.696
P08,Agem Kiri,1,Berdiri,F4,1.327,-0.136,-0.425,-2.795,1.087,-0.375,-0.665,-1.774,2.558,1.096,0.806,-0.397,-0.078,1.42,1.613,1.759,-0.095,1.391,1.158,2.635
P08,Agem Kiri,1,Berdiri,C4,-1.141,-1.312,0.067,-2.777,-1.528,-1.699,-0.32,-3.483,-1.06,-1.231,0.148,-2.474,-1.494,-0.773,-0.167,1.095,2.448,0.101,-0.165,0.426
P08,Agem Kiri,1,Berdiri,P4,2.731,-0.289,1.712,-1.426,0.297,-2.723,-0.722,-0.484,-0.021,-3.041,-1.04,-0.805,-0.871,0.188,-0.649,0.804,6.954,3.456,1.092,0.846
P08,Agem Kiri,1,Berdiri,O2,1.173,0.136,-0.002,-2.284,-0.067,-1.104,-1.242,-2.46,1.8,0.763,0.625,-1.104,-0.39,0.1,-0.464,1.056,2.847,1.497,0.289,2.187
P08,Agem Kiri,1,Berdiri,F8,9.221,1.241,1.871,2.321,6.307,-1.673,-1.043,1.44,6.119,-1.861,-1.232,1.956,5.146,1.193,-0.457,0.506,11.56,4.942,1.612,1.003
P08,Agem Kiri,1,Berdiri,T4,11.248,2.567,3.462,2.566,7.127,-1.554,-0.659,0.953,3.499,-5.181,-4.286,0.756,1.71,2.467,1.45,0.454,14.65,9.826,5.567,1.8
P08,Agem Kiri,1,Berdiri,T6,2.306,0.321,2.183,0.435,0.305,-1.68,0.182,0.208,-1.811,-3.796,-1.935,-1.144,-2.66,-0.329,0.152,0.258,9.24,4.518,2.732,0.833
P08,Agem Kiri,1,Gerak,Fp1,3.445,-0.231,2.702,1.099,1.969,-1.707,1.226,0.212,-2.344,-6.02,-3.087,-2.998,-2.097,0.542,1.535,1.23,11.739,5.188,3.882,-0.26
P08,Agem Kiri,1,Gerak,T5,2.658,-0.875,1.449,-0.519,2.257,-1.276,1.048,-0.732,-1.161,-4.694,-2.37,-3.449,-0.975,0.864,1.94,1.167,7.56,3.469,3.147,-0.192
P08,Agem Kiri,1,Gerak,Fp2,7.613,-0.152,0.039,3.416,11.15,3.386,3.577,8.131,3.632,-4.132,-3.941,0.703,2.383,2.191,8.152,2.632,13.408,5.631,8.977,1.264
P08,Agem Kiri,1,Gerak,F4,1.44,0.144,0.198,-2.681,1.769,0.473,0.527,-1.092,0.633,-0.664,-0.609,-2.323,-1.492,-0.289,3.792,2.723,2.813,2.681,3.131,2.116
P08,Agem Kiri,1,Gerak,C4,-3.486,-11.576,-7.959,-5.123,9.005,0.916,4.533,7.05,2.12,-5.97,-2.353,0.705,-1.347,-3.154,11.316,2.766,-0.904,-2.366,10.235,3.459
P08,Agem Kiri,1,Gerak,P4,7.676,-0.191,2.598,3.518,4.652,-3.215,-0.426,3.871,2.532,-5.335,-2.546,1.747,-0.992,1.93,0.544,1.079,12.311,8.501,5.557,3.518
P08,Agem Kiri,1,Gerak,F8,12.962,1.963,1.344,6.061,14.882,3.883,3.264,10.015,2.404,-8.595,-9.214,-1.76,1.702,6.458,9.069,-0.611,11.001,11.547,13.329,0.712
P08,Agem Kiri,1,Gerak,T4,14.083,3.212,2.642,5.401,14.014,3.143,2.573,7.84,2.494,-8.377,-8.947,-0.25,2.191,7.179,9.011,-0.668,11.497,12.261,12.015,0.316
P08,Agem Kiri,1,Naik,Fp1,5.613,3.973,3.553,3.268,-1.004,-2.644,-3.064,-2.761,0.937,-0.703,-1.123,0.284,-1.269,7.427,2.486,4.978,2.209,6.668,0.153,2.199
P08,Agem Kiri,1,Naik,F3,8.794,2.34,2.377,6.261,6.319,-0.135,-0.098,3.49,4.541,-1.913,-1.877,3.021,3.369,1.019,1.086,1.752,15.814,5.992,3.245,1.191
P08,Agem Kiri,1,Naik,C3,2.992,1.411,0.973,1.992,-0.013,-1.595,-2.032,0.339,2.321,0.739,0.302,1.586,3.261,3.262,0.912,2.913,0.111,0.281,-2.988,-0.921
P08,Agem Kiri,1,Naik,P3,-0.951,-1.237,-1.682,0.055,-1.277,-1.562,-2.007,-0.734,2.302,2.016,1.571,1.914,1.787,-0.465,-0.128,3.109,-0.099,-2.437,-2.907,0.525
P08,Agem Kiri,1,Naik,O1,0.9,-0.981,-0.93,-1.225,-3.035,-4.916,-4.864,-5.863,3.375,1.494,1.545,0.894,3.792,0.647,-1.082,2.017,-9.698,-2.253,-6.494,-0.394
P08,Agem Kiri,1,Naik,F7,4.413,1.151,1.058,0.023,1.456,-1.807,-1.899,-2.662,3.468,0.206,0.113,1.044,2.643,3.44,0.909,1.977,0.445,2.215,-0.956,0.841
P08,Agem Kiri,1,Naik,T3,-0.918,-5.365,-2.703,-4.968,1.579,-2.867,-0.206,-2.944,3.101,-1.345,1.316,-0.82,1.279,-2.062,-0.315,2.215,3.569,-1.981,0.413,1.83
P08,Agem Kiri,1,Naik,T5,-2.446,-2.502,-2.507,-5.623,-2.346,-2.402,-2.407,-5.335,1.988,1.932,1.926,-0.299,0.196,-0.57,-0.39,3.528,-0.36,-2.608,-2.524,1.794
P08,Agem Kiri,1,Naik,F4,8.254,-0.561,2.972,4.133,-0.389,-9.205,-5.671,-3.251,2.757,-6.058,-2.525,-0.198,1.472,1.298,-3.684,3.141,12.963,7.031,-1.732,1.294
P08,Agem Kiri,1,Naik,O2,9.137,1.172,1.609,5.68,9.133,1.167,1.605,6.74,4.371,-3.594,-3.157,1.468,-0.799,3.585,8.152,5.037,18.027,9.802,9.863,5.166
P08,Agem Kiri,1,Naik,F8,7.467,1.334,0.762,0.566,8.724,2.591,2.02,3.857,3.955,-2.178,-2.749,-0.208,4.454,2.659,5.23,0.516,6.092,3.763,4.661,-0.473
P08,Agem Kiri,1,Naik,T4,13.241,1.679,0.521,4.56,13.331,1.769,0.611,7.157,12.123,0.561,-0.597,9.38,10.154,6.024,4.459,2.03,2.047,4.798,4.067,2.029
P08,Agem Kiri,1,Naik,T6,7.47,2.887,2.142,5.599,5.503,0.921,0.175,5.406,3.552,-1.031,-1.776,4.219,-2.337,3.412,2.111,1.298,10.303,9.413,7.635,5.875
P08,Agem Kiri,1,Tahan,Fp1,1.862,1.403,1.034,-0.484,-0.123,-0.582,-0.95,-1.88,0.801,0.342,-0.026,0.148,1.016,1.31,-0.114,1.003,1.653,1.017,-1.05,-0.209
P08,Agem Kiri,1,Tahan,F3,0.842,0.717,0.581,-1.691,-1.589,-1.714,-1.851,-4.418,0.685,0.56,0.424,-0.834,1.508,3.17,-0.105,0.915,-5.577,-0.412,-2.966,-0.815
P08,Agem Kiri,1,Tahan,C3,5.921,1.44,0.838,4.92,6.465,1.984,1.382,6.817,3.6,-0.88,-1.482,2.866,3.473,3.724,3.832,0.251,1.057,3.033,3.296,0.148
P08,Agem Kiri,1,Tahan,P3,4.904,1.566,0.775,5.91,3.722,0.384,-0.407,4.265,3.726,0.387,-0.404,3.338,3.677,4.252,2.281,0.621,-2.471,1.847,0.367,0.07
P08,Agem Kiri,1,Tahan,O1,3.713,1.692,1.773,1.588,2.199,0.179,0.259,-0.629,0.592,-1.428,-1.348,-1.889,1.28,2.8,1.704,1.002,2.742,2.649,1.032,-0.68
P08,Agem Kiri,1,Tahan,F7,2.525,0.677,1.404,-1.865,0.623,-1.225,-0.498,-3.495,0.262,-1.586,-0.859,-2.163,0.237,0.099,-0.608,0.424,5.821,2.328,0.407,0.026
P08,Agem Kiri,1,Tahan,T3,1.074,-0.028,0.437,-2.976,0.339,-0.764,-0.298,-4.185,0.546,-0.557,-0.092,-3.375,0.5,-0.443,-0.263,0.594,3.248,0.659,-0.117,0.049
P08,Agem Kiri,1,Tahan,Fp2,5.071,1.024,0.94,0.875,4.837,0.791,0.706,1.818,3.136,-0.911,-0.995,0.207,2.62,2.695,2.359,0.664,1.68,2.892,2.447,0.531
P08,Agem Kiri,1,Tahan,T4,8.543,-0.011,1.196,-0.138,7.788,-0.766,0.44,1.614,6.207,-2.347,-1.141,3.463,6.338,0.131,0.412,-0.29,10.491,3.273,2.005,-0.094
P08,Agem Kiri,2,Berdiri,Fp1,7.379,1.366,1.856,5.033,6.399,0.385,0.876,4.642,3.835,-2.178,-1.688,3.181,3.539,0.575,0.644,-0.255,10.504,4.437,3.17,0.317
P08,Agem Kiri,2,Berdiri,F3,5.814,0.843,0.95,3.281,5.981,1.009,1.117,3.151,3.41,-1.562,-1.454,1.891,2.88,1.287,1.977,0.158,6.662,3.419,3.353,0.547
P08,Agem Kiri,2,Berdiri,C3,1.718,-1.619,-1.325,0.718,2.107,-1.231,-0.936,2.459,3.909,0.571,0.865,3.175,3.223,-1.056,-0.113,0.936,0.74,-0.962,-0.834,0.704
P08,Agem Kiri,2,Berdiri,P3,-0.161,-1.909,-2.194,0.845,2.214,0.466,0.181,2.758,2.913,1.165,0.879,2.525,2.619,-1.057,0.948,0.861,-0.375,-2.339,-0.175,0.309
P08,Agem Kiri,2,Berdiri,O1,4.001,-0.672,-0.471,1.877,5.382,0.709,0.91,2.554,4.163,-0.51,-0.309,1.683,4.058,-0.837,0.923,0.343,6.066,0.627,1.68,0.129
P08,Agem Kiri,2,Berdiri,F7,9.32,1.422,1.479,4.929,8.646,0.749,0.806,4.528,6.236,-1.662,-1.604,3.811,5.846,1.536,1.322,-0.315,9.176,4.459,3.313,0.425
P08,Agem Kiri,2,Berdiri,T3,6.906,0.404,0.348,2.856,7.886,1.384,1.329,3.362,5.378,-1.124,-1.18,1.457,4.842,0.977,2.492,0.505,7.612,2.88,3.468,0.564
P08,Agem Kiri,2,Berdiri,T5,6.962,0.966,0.756,3.785,7.42,1.423,1.214,4.43,4.589,-1.408,-1.617,2.302,4.401,0.972,1.467,-0.636,7.122,3.303,3.405,0.214
P08,Agem Kiri,2,Berdiri,Fp2,8.556,1.679,1.712,4.36,7.456,0.578,0.612,4.436,5.205,-1.673,-1.639,2.276,4.235,1.218,1.749,0.592,10.189,5.035,3.592,0.995
P08,Agem Kiri,2,Berdiri,F4,3.133,0.023,0.524,-0.989,3.075,-0.035,0.467,0.213,1.544,-1.566,-1.064,-1.412,1.212,0.087,0.67,0.002,4.412,2.125,1.969,0.339
P08,Agem Kiri,2,Berdiri,O2,5.181,1.475,1.982,1.724,2.061,-1.645,-1.138,-0.332,2.039,-1.667,-1.16,-0.865,1.114,0.606,-0.474,0.76,7.866,4.255,1.045,0.932
P08,Agem Kiri,2,Berdiri,F8,7.802,0.763,1.827,0.902,6.483,-0.557,0.508,1.616,3.606,-3.433,-2.369,-0.557,3.819,0.439,1.002,0.459,12.172,4.626,2.998,-0.191
P08,Agem Kiri,2,Berdiri,T4,13.118,0.68,2.564,4.436,11.537,-0.902,0.983,5.363,6.825,-5.614,-3.729,4.082,4.168,0.844,2.858,0.983,20.913,9.653,7.734,2.682
P08,Agem Kiri,2,Berdiri,T6,4.359,-1.4,2.163,2.487,2.653,-3.107,0.456,2.556,0.003,-5.756,-2.193,0.671,0.765,-0.442,-1.253,-0.931,9.471,3.722,1.954,-0.757
P08,Agem Kiri,2,Gerak,Fp1,9.472,2.226,5.494,7.127,-2.868,-10.114,-6.846,-4.625,-0.102,-7.348,-4.08,-0.755,1.119,7.121,-2.822,2.736,7.251,8.542,-3.889,-1.214
P08,Agem Kiri,2,Gerak,O1,-0.358,-0.599,2.826,-2.483,-6.062,-6.302,-2.878,-8.89,-3.933,-4.173,-0.749,-6.414,-3.676,2.598,-1.051,4.016,1.894,2.698,-2.708,-0.279
P08,Agem Kiri,2,Gerak,F7,6.885,0.626,4.441,2.494,-2.651,-8.91,-5.095,-6.769,-1.894,-8.153,-4.338,-4.319,-2.263,1.109,-4.428,1.065,16.957,8.767,-0.586,0.356
P08,Agem Kiri,2,Gerak,T3,4.59,1.096,3.577,0.54,-3.549,-7.043,-4.561,-8.072,-1.604,-5.098,-2.617,-5.525,-1.742,3.734,-1.08,3.745,8.826,6.038,-1.96,0.127
P08,Agem Kiri,2,Gerak,C4,2.462,1.108,0.908,0.826,2.198,0.843,0.644,0.242,0.117,-1.238,-1.438,-1.298,-2.248,4.995,5.096,1.583,-2.849,4.331,4.249,2.351
P08,Agem Kiri,2,Gerak,P4,7.689,2.875,2.901,3.531,4.729,-0.085,-0.059,3.948,1.133,-3.681,-3.655,0.348,1.192,6.523,3.538,0.804,-0.359,6.697,3.641,-0.053
P08,Agem Kiri,2,Gerak,O2,5.738,1.064,2.177,2.281,6.013,1.338,2.452,3.619,-4.195,-8.87,-7.756,-7.099,-1.684,3.062,7.972,1.558,12.0,7.138,7.549,-2.521
P08,Agem Kiri,2,Gerak,F8,10.621,-0.008,3.058,3.72,6.331,-4.297,-1.232,1.464,4.196,-6.432,-3.367,0.033,3.78,0.227,-0.605,1.999,19.013,7.477,2.882,0.438
P08,Agem Kiri,2,Gerak,T4,10.605,-0.857,2.99,1.923,7.607,-3.855,-0.007,1.433,4.019,-7.443,-3.596,1.275,2.111,2.051,1.578,0.756,12.444,8.849,5.681,1.92
P08,Agem Kiri,2,Gerak,T6,3.951,3.493,4.878,2.079,-5.142,-5.599,-4.214,-5.239,-6.367,-6.824,-5.439,-5.699,-4.572,3.103,-3.84,-0.137,8.329,7.752,-0.97,-1.822
P08,Agem Kiri,2,Naik,Fp1,-1.207,-4.973,-3.422,-3.552,4.083,0.317,1.867,2.326,2.004,-1.762,-0.212,1.351,2.149,-3.24,1.736,0.19,1.937,-2.994,2.122,-0.133
P08,Agem Kiri,2,Naik,F3,2.084,1.396,1.129,-0.449,-1.202,-1.89,-2.157,-4.031,1.151,0.463,0.196,-0.368,2.835,2.783,-1.019,0.912,-4.351,-0.274,-3.789,-1.668
P08,Agem Kiri,2,Naik,C3,7.883,-0.602,0.639,6.883,9.492,1.006,2.248,9.844,4.9,-3.585,-2.344,4.166,3.613,-1.987,2.162,-0.988,14.287,4.879,6.195,1.308
P08,Agem Kiri,2,Naik,P3,11.032,-0.42,0.516,12.038,11.366,-0.087,0.85,11.909,9.476,-1.977,-1.04,9.088,7.607,0.596,2.931,0.959,11.032,4.707,4.425,1.913
P08,Agem Kiri,2,Naik,O1,4.708,-0.085,0.345,2.584,5.546,0.753,1.182,2.718,3.278,-1.515,-1.086,0.797,2.203,-0.944,2.218,-0.006,8.873,2.877,3.536,1.088
P08,Agem Kiri,2,Naik,F7,4.245,0.918,1.54,-0.145,2.932,-0.395,0.227,-1.186,1.383,-1.944,-1.322,-1.041,1.087,0.515,0.152,0.698,6.464,3.341,1.94,0.303
